"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Lilligant","Hidden Power (Rock)","Solar Beam","12.045","265.7","464.3","2550"
"Lilligant","Hidden Power (Ice)","Solar Beam","12.045","265.7","464.3","2550"
"Lilligant","Hidden Power (Bug)","Solar Beam","12.045","265.7","464.3","2550"
"Lilligant","Hidden Power (Dragon)","Solar Beam","12.045","265.7","464.3","2550"
"Lilligant","Hidden Power (Ghost)","Solar Beam","12.045","265.7","464.3","2550"
"Lilligant","Hidden Power (Dark)","Solar Beam","12.045","265.7","464.3","2550"
"Lilligant","Hidden Power (Steel)","Solar Beam","12.045","265.7","464.3","2550"
"Emboar","Ember","Flame Charge","12.044","305","533","2982"
"Omastar","Rock Throw","Rock Blast","12.043","337.6","589.6","2786"
"Charizard","Air Slash","Dragon Claw","12.041","315.8","551.3","2889"
"Arceus","Iron Tail","Future Sight","12.038","530.5","925.3","3982"
"Shadow Skarmory","Air Slash","Sky Attack","12.037","298.6","520.8","2108"
"Manaphy","Bubble","Psychic","12.036","451","786.4","3265"
"Reuniclus","Hidden Power (Fire)","Shadow Ball","12.036","349.9","610","2927"
"Reuniclus","Hidden Power (Fighting)","Shadow Ball","12.036","349.9","610","2927"
"Reuniclus","Hidden Power (Water)","Shadow Ball","12.036","349.9","610","2927"
"Reuniclus","Hidden Power (Flying)","Shadow Ball","12.036","349.9","610","2927"
"Reuniclus","Hidden Power (Grass)","Shadow Ball","12.036","349.9","610","2927"
"Reuniclus","Hidden Power (Poison)","Shadow Ball","12.036","349.9","610","2927"
"Reuniclus","Hidden Power (Electric)","Shadow Ball","12.036","349.9","610","2927"
"Reuniclus","Hidden Power (Ground)","Shadow Ball","12.036","349.9","610","2927"
"Reuniclus","Hidden Power (Rock)","Shadow Ball","12.036","349.9","610","2927"
"Reuniclus","Hidden Power (Ice)","Shadow Ball","12.036","349.9","610","2927"
"Reuniclus","Hidden Power (Bug)","Shadow Ball","12.036","349.9","610","2927"
"Reuniclus","Hidden Power (Dragon)","Shadow Ball","12.036","349.9","610","2927"
"Reuniclus","Hidden Power (Ghost)","Shadow Ball","12.036","349.9","610","2927"
"Reuniclus","Hidden Power (Dark)","Shadow Ball","12.036","349.9","610","2927"
"Reuniclus","Hidden Power (Steel)","Shadow Ball","12.036","349.9","610","2927"
"Machamp","Bullet Punch","Heavy Slam","12.035","322.6","562.3","3056"
"Gyarados","Dragon Tail","Dragon Pulse","12.033","387.7","675.5","3391"
"Charizard","Wing Attack","Dragon Claw","12.032","315.5","549.5","2889"
"Shadow Houndour","Feint Attack","Flamethrower","12.031","97.5","169.8","1234"
"Muk","Acid","Gunk Shot","12.03","387.2","674","2757"
"Shadow Lapras","Ice Shard","Blizzard","12.03","383.9","668.4","2641"
"Meganium","Razor Leaf","Frenzy Plant","12.029","371.3","646.3","2410"
"Mew","Poison Jab","Grass Knot","12.029","450.8","784.5","3265"
"Mew","Poison Jab","Wild Charge","12.029","450.8","784.5","3265"
"Infernape","Rock Smash","Close Combat","12.026","274.3","477.1","2683"
"Torterra","Razor Leaf","Return","12.026","391.4","680.7","2934"
"Togekiss","Air Slash","Flamethrower","12.025","412.4","717","3332"
"Starmie","Quick Attack","Hydro Pump","12.024","282.3","490.7","2584"
"Shadow Poliwrath","Rock Smash","Submission","12.023","307.2","533.9","2586"
"Alolan Dugtrio","Metal Claw","Earthquake","12.019","165","286.5","1897"
"Primeape","Karate Chop","Close Combat","12.019","227.2","394.4","2288"
"Shadow Beedrill","Poison Jab","Fell Stinger","12.018","179.4","311.3","1846"
"Alolan Raichu","Thunder Shock","Grass Knot","12.016","239.6","415.7","2286"
"Victini","Confusion","Focus Blast","12.016","450.3","781.1","3265"
"Primeape","Karate Chop","Cross Chop","12.013","227","393.6","2288"
"Carvanha","Bite","Return","12.012","64.4","111.6","1020"
"Mew","Poison Jab","Psyshock","12.012","450.2","780.3","3265"
"Shadow Machoke","Low Kick","Brick Break","12.012","199.4","345.6","2031"
"Shadow Pinsir","Bug Bite","Vise Grip","12.012","243.6","422.2","2959"
"Shadow Shelgon","Dragon Breath","Flamethrower","12.008","210.1","363.9","2031"
"Hippowdon","Ice Fang","Earth Power","12.006","435.9","754.4","3085"
"Ho-Oh","Hidden Power (Fighting)","Fire Blast","12.006","494.2","855.2","3863"
"Ho-Oh","Hidden Power (Water)","Fire Blast","12.006","494.2","855.2","3863"
"Ho-Oh","Hidden Power (Grass)","Fire Blast","12.006","494.2","855.2","3863"
"Ho-Oh","Hidden Power (Poison)","Fire Blast","12.006","494.2","855.2","3863"
"Ho-Oh","Hidden Power (Electric)","Fire Blast","12.006","494.2","855.2","3863"
"Ho-Oh","Hidden Power (Ground)","Fire Blast","12.006","494.2","855.2","3863"
"Ho-Oh","Hidden Power (Psychic)","Fire Blast","12.006","494.2","855.2","3863"
"Ho-Oh","Hidden Power (Rock)","Fire Blast","12.006","494.2","855.2","3863"
"Ho-Oh","Hidden Power (Ice)","Fire Blast","12.006","494.2","855.2","3863"
"Ho-Oh","Hidden Power (Bug)","Fire Blast","12.006","494.2","855.2","3863"
"Ho-Oh","Hidden Power (Dragon)","Fire Blast","12.006","494.2","855.2","3863"
"Ho-Oh","Hidden Power (Ghost)","Fire Blast","12.006","494.2","855.2","3863"
"Ho-Oh","Hidden Power (Dark)","Fire Blast","12.006","494.2","855.2","3863"
"Ho-Oh","Hidden Power (Steel)","Fire Blast","12.006","494.2","855.2","3863"
"Kabutops","Fury Cutter","Stone Edge","12.006","284.7","492.7","2713"
"Banette","Hex","Dazzling Gleam","12.002","207.9","359.4","2298"
"Melmetal","Thunder Shock","Thunderbolt","12.001","476.3","823.2","3599"
"Ho-Oh","Hidden Power (Fighting)","Solar Beam","11.995","493.7","852.2","3863"
"Ho-Oh","Hidden Power (Water)","Solar Beam","11.995","493.7","852.2","3863"
"Ho-Oh","Hidden Power (Grass)","Solar Beam","11.995","493.7","852.2","3863"
"Ho-Oh","Hidden Power (Poison)","Solar Beam","11.995","493.7","852.2","3863"
"Ho-Oh","Hidden Power (Electric)","Solar Beam","11.995","493.7","852.2","3863"
"Ho-Oh","Hidden Power (Ground)","Solar Beam","11.995","493.7","852.2","3863"
"Ho-Oh","Hidden Power (Psychic)","Solar Beam","11.995","493.7","852.2","3863"
"Ho-Oh","Hidden Power (Rock)","Solar Beam","11.995","493.7","852.2","3863"
"Ho-Oh","Hidden Power (Ice)","Solar Beam","11.995","493.7","852.2","3863"
"Ho-Oh","Hidden Power (Bug)","Solar Beam","11.995","493.7","852.2","3863"
"Ho-Oh","Hidden Power (Dragon)","Solar Beam","11.995","493.7","852.2","3863"
"Ho-Oh","Hidden Power (Ghost)","Solar Beam","11.995","493.7","852.2","3863"
"Ho-Oh","Hidden Power (Dark)","Solar Beam","11.995","493.7","852.2","3863"
"Ho-Oh","Hidden Power (Steel)","Solar Beam","11.995","493.7","852.2","3863"
"Archen","Wing Attack","Dragon Claw","11.991","139.3","240.2","1842"
"Shadow Ambipom","Scratch","Low Sweep","11.991","214.8","370.3","2418"
"Giratina (Altered Forme)","Shadow Claw","Dragon Claw","11.99","597.1","1029.2","3379"
"Shadow Dusknoir","Hex","Psychic","11.99","266.7","459.7","2388"
"Alolan Dugtrio","Metal Claw","Iron Head","11.989","164.6","283.7","1897"
"Flygon","Mud Shot","Earthquake","11.989","312.1","537.9","2661"
"Slowbro","Confusion","Psychic","11.989","374.8","645.9","2545"
"Slowking","Confusion","Psychic","11.989","374.8","645.9","2545"
"Shadow Slowking","Water Gun","Blizzard","11.985","312.2","537.5","2545"
"Mr. Mime","Zen Headbutt","Psychic","11.984","247","425.1","2228"
"Empoleon","Metal Claw","Flash Cannon","11.982","354.3","609.6","2900"
"Scyther","Steel Wing","Aerial Ace","11.982","287.7","494.8","2706"
"Aerodactyl","Steel Wing","Hyper Beam","11.981","296.6","510.1","2783"
"Braviary","Steel Wing","Close Combat","11.981","333.3","573.2","3088"
"Zekrom","Charge Beam","Flash Cannon","11.981","413.4","711","4038"
"Flareon","Ember","Heat Wave","11.98","287.1","493.7","3029"
"Mega Glalie","Ice Shard","Gyro Ball","11.976","343","589.1","3229"
"Alolan Dugtrio","Mud Slap","Iron Head","11.975","164.4","282.3","1897"
"Mega Altaria","Peck","Sky Attack","11.972","417.4","716.1","3163"
"Shadow Hypno","Confusion","Psychic","11.971","306.7","526.2","2090"
"Vileplume","Acid","Petal Blizzard","11.97","296.3","508.2","2559"
"Galvantula","Fury Cutter","Bug Buzz","11.968","222.1","380.7","2206"
"Pinsir","Bug Bite","Submission","11.968","291.2","499.2","2959"
"Fraxure","Dragon Tail","Aqua Tail","11.967","206.3","353.5","2234"
"Shadow Snorlax","Zen Headbutt","Heavy Slam","11.967","439.3","753","3225"
"Ninjask","Metal Claw","Shadow Ball","11.963","180.3","308.6","1969"
"Drapion","Bite","Sludge Bomb","11.96","336.8","576.1","2453"
"Porygon2","Lock-On","Hyper Beam","11.957","344.7","589.2","2711"
"Haunter","Lick","Dark Pulse","11.953","144.7","247.1","1963"
"Jynx","Frost Breath","Focus Blast","11.951","245.1","418.3","2555"
"Arcanine","Fire Fang","Crunch","11.95","333.2","568.6","3029"
"Shadow Mawile","Bite","Play Rough","11.95","163.9","279.6","1634"
"Magnezone","Spark","Mirror Shot","11.944","341","581.1","3205"
"Machamp","Bullet Punch","Rock Slide","11.943","320.2","545.4","3056"
"Tangela","Infestation","Grass Knot","11.938","271.3","461.7","2238"
"Tangela","Infestation","Power Whip","11.938","271.3","461.7","2238"
"Shadow Cloyster","Frost Breath","Aurora Beam","11.937","284.4","483.7","2547"
"Shadow Abomasnow","Powder Snow","Outrage","11.936","265.1","450.8","2362"
"Togekiss","Hidden Power (Flying)","Aerial Ace","11.931","409.2","694.9","3332"
"Heracross","Struggle Bug","Earthquake","11.929","329.2","558.8","3101"
"Alolan Raichu","Spark","Grass Knot","11.926","237.8","403.3","2286"
"Beheeyem","Confusion","Dark Pulse","11.925","288.7","489.6","2753"
"Seismitoad","Mud Shot","Earth Power","11.924","338.6","574.1","2564"
"Shadow Ninetales","Feint Attack","Flamethrower","11.923","271.4","460","2279"
"Duosion","Hidden Power (Fire)","Psyshock","11.922","173.8","294.5","2018"
"Duosion","Hidden Power (Fighting)","Psyshock","11.922","173.8","294.5","2018"
"Duosion","Hidden Power (Water)","Psyshock","11.922","173.8","294.5","2018"
"Duosion","Hidden Power (Flying)","Psyshock","11.922","173.8","294.5","2018"
"Duosion","Hidden Power (Grass)","Psyshock","11.922","173.8","294.5","2018"
"Duosion","Hidden Power (Poison)","Psyshock","11.922","173.8","294.5","2018"
"Duosion","Hidden Power (Electric)","Psyshock","11.922","173.8","294.5","2018"
"Duosion","Hidden Power (Ground)","Psyshock","11.922","173.8","294.5","2018"
"Duosion","Hidden Power (Rock)","Psyshock","11.922","173.8","294.5","2018"
"Duosion","Hidden Power (Ice)","Psyshock","11.922","173.8","294.5","2018"
"Duosion","Hidden Power (Bug)","Psyshock","11.922","173.8","294.5","2018"
"Duosion","Hidden Power (Dragon)","Psyshock","11.922","173.8","294.5","2018"
"Duosion","Hidden Power (Ghost)","Psyshock","11.922","173.8","294.5","2018"
"Duosion","Hidden Power (Dark)","Psyshock","11.922","173.8","294.5","2018"
"Duosion","Hidden Power (Steel)","Psyshock","11.922","173.8","294.5","2018"
"Shadow Lapras","Ice Shard","Hydro Pump","11.922","380.5","644.8","2641"
"Empoleon","Waterfall","Blizzard","11.92","352.5","596.9","2900"
"Shadow Nidorino","Poison Jab","Sludge Bomb","11.919","148.5","251.5","1393"
"Mega Slowbro","Confusion","Water Pulse","11.913","575.6","973.3","3755"
"Ninjask","Fury Cutter","Bug Buzz","11.913","179.5","303.6","1969"
"Electivire","Low Kick","Ice Punch","11.912","288.4","487.5","3079"
"Archen","Wing Attack","Ancient Power","11.909","138.4","233.7","1842"
"Hippowdon","Thunder Fang","Earthquake","11.909","432.4","730.3","3085"
"Donphan","Charm","Earthquake","11.906","366.9","619.1","3013"
"Shadow Golduck","Water Gun","Cross Chop","11.905","249.8","421.5","2450"
"Sunflora","Razor Leaf","Solar Beam","11.904","242.9","409.6","2141"
"Pinsir","Rock Smash","Return","11.903","289.7","488.5","2959"
"Carvanha","Snarl","Return","11.898","63.8","107.4","1020"
"Thundurus  (Incarnate Forme)","Astonish","Crunch","11.895","300","504.8","3345"
"Melmetal","Thunder Shock","Hyper Beam","11.894","472.1","794.5","3599"
"Shadow Bellossom","Razor Leaf","Dazzling Gleam","11.893","271","455.9","2281"
"Kingler","Metal Claw","Water Pulse","11.886","260.3","437","2829"
"Froslass","Hex","Shadow Ball","11.885","254.5","427.3","2040"
"Vileplume","Razor Leaf","Petal Blizzard","11.884","294.2","493.8","2559"
"Nidoking","Poison Jab","Sludge Wave","11.883","290.5","487.5","2567"
"Cinccino","Pound","Thunderbolt","11.882","234.3","393.1","2242"
"Ampharos","Charge Beam","Zap Cannon","11.881","336.8","564.8","2852"
"Omastar","Water Gun","Return","11.879","333","558.2","2786"
"Aerodactyl","Steel Wing","Ancient Power","11.878","294","492.8","2783"
"Nidoking","Poison Jab","Megahorn","11.878","290.4","486.7","2567"
"Shadow Snorlax","Zen Headbutt","Superpower","11.875","435.9","730","3225"
"Weepinbell","Razor Leaf","Sludge Bomb","11.875","157","262.8","1611"
"Beedrill","Bug Bite","Sludge Bomb","11.873","212.7","356","1846"
"Vaporeon","Water Gun","Last Resort","11.873","423.5","708.8","3114"
"Kingler","Metal Claw","X-Scissor","11.872","260","435","2829"
"Aerodactyl","Bite","Earth Power","11.871","293.9","491.6","2783"
"Armaldo","Struggle Bug","Rock Blast","11.869","305.1","510.1","2848"
"Shadow Cacnea","Poison Sting","Seed Bomb","11.868","92.8","155.2","1242"
"Arcanine","Fire Fang","Bulldoze","11.867","330.9","553","3029"
"Shadow Hitmonchan","Rock Smash","Ice Punch","11.867","221.1","369.5","2332"
"Alolan Dugtrio","Mud Slap","Earthquake","11.865","162.9","272.1","1897"
"Mew","Snarl","Solar Beam","11.864","444.6","742.5","3265"
"Shadow Blastoise","Bite","Hydro Pump","11.864","309.2","516.3","2466"
"Hitmonlee","Low Kick","Brick Break","11.863","245.3","409.4","2576"
"Ampharos","Volt Switch","Return","11.86","336.2","560.8","2852"
"Cloyster","Frost Breath","Avalanche","11.858","339","565.1","2547"
"Empoleon","Waterfall","Flash Cannon","11.858","350.6","584.6","2900"
"Shadow Abra","Zen Headbutt","Signal Beam","11.858","71.8","119.8","1342"
"Shadow Swampert","Mud Shot","Sludge Wave","11.857","312.7","521.3","2974"
"Shadow Beedrill","Bug Bite","Fell Stinger","11.855","176.9","294.8","1846"
"Camerupt","Ember","Overheat","11.852","232.2","386.7","2193"
"Sawk","Low Kick","Body Slam","11.847","270.7","450.1","2788"
"Tangrowth","Vine Whip","Rock Slide","11.847","392.6","652.8","3030"
"Emboar","Ember","Heat Wave","11.846","300","498.7","2982"
"Snorlax","Lick","Skull Bash","11.846","521.9","867.5","3225"
"Crustle","Fury Cutter","Rock Slide","11.845","330.5","549.2","2542"
"Rapidash","Incinerate","Fire Blast","11.844","259","430.2","2461"
"Mew","Pound","Solar Beam","11.843","443.8","737.1","3265"
"Lugia","Extrasensory","Future Sight","11.84","667.6","1108.1","3703"
"Magneton","Charge Beam","Return","11.835","229.7","380.8","2485"
"Shadow Poliwrath","Mud Shot","Power-Up Punch","11.832","302.3","500.7","2586"
"Mega Kangaskhan","Mud Slap","Power-Up Punch","11.83","503.9","834.2","3850"
"Keldeo","Low Kick","Aqua Jet","11.828","380.6","629.7","3698"
"Nidoqueen","Poison Jab","Earth Power","11.827","342.6","566.7","2488"
"Rhydon","Rock Smash","Earthquake","11.826","378.6","626.2","3179"
"Gigalith","Mud Slap","Heavy Slam","11.825","377.5","624.2","3228"
"Tornadus (Therian Forme)","Bite","Dark Pulse","11.825","339.8","562","3215"
"Shadow Beedrill","Poison Jab","Drill Run","11.824","176.5","291.8","1846"
"Hitmonlee","Rock Smash","Close Combat","11.821","244.4","403.7","2576"
"Shadow Sandslash","Metal Claw","Bulldoze","11.819","254.5","420.2","2374"
"Mew","Shadow Claw","Solar Beam","11.816","442.8","730.4","3265"
"Simipour","Bite","Hydro Pump","11.816","237.9","392.5","2350"
"Kabutops","Waterfall","Water Pulse","11.815","280.2","462","2713"
"Kadabra","Psycho Cut","Psybeam","11.814","146.1","240.9","2059"
"Perrserker","Metal Claw","Iron Head","11.814","271.4","447.4","2386"
"Rotom","Thunder Shock","Thunderbolt","11.811","216.8","357.1","2031"
"Shadow Muk","Lick","Dark Pulse","11.811","316.8","522","2757"
"Shadow Hitmonchan","Rock Smash","Fire Punch","11.81","220.1","362.5","2332"
"Gardevoir","Charge Beam","Return","11.808","316.6","521.2","3093"
"Electabuzz","Low Kick","Thunderbolt","11.807","252.3","415.3","2334"
"Mew","Snarl","Overheat","11.806","442.4","728.1","3265"
"Mew","Infestation","Psyshock","11.8","442.2","726.5","3265"
"Mesprit","Extrasensory","Blizzard","11.799","381","625.8","3058"
"Hitmonchan","Counter","Close Combat","11.798","263.8","433.3","2332"
"Murkrow","Peck","Drill Peck","11.797","142","233.1","1562"
"Mew","Cut","Psyshock","11.795","442","725.3","3265"
"Mew","Steel Wing","Solar Beam","11.794","442","725","3265"
"Escavalier","Counter","Drill Run","11.793","309.2","507.1","2889"
"Golem","Rock Throw","Ancient Power","11.792","357.3","585.9","2949"
"Flygon","Dragon Tail","Stone Edge","11.789","306.9","502.9","2661"
"Mew","Pound","Overheat","11.786","441.7","723.1","3265"
"Alolan Dugtrio","Mud Slap","Mud Bomb","11.784","161.8","264.7","1897"
"Shadow Grotle","Bite","Solar Beam","11.784","211","345.3","1890"
"Venusaur","Razor Leaf","Return","11.784","342","559.7","2720"
"Mew","Infestation","Grass Knot","11.781","441.5","721.8","3265"
"Mew","Infestation","Wild Charge","11.781","441.5","721.8","3265"
"Slowbro","Water Gun","Psychic","11.781","368.3","602.1","2545"
"Slowking","Water Gun","Psychic","11.781","368.3","602.1","2545"
"Muk","Poison Jab","Return","11.78","379.1","619.7","2757"
"Sharpedo","Waterfall","Poison Fang","11.779","149.8","244.8","2181"
"Jynx","Pound","Focus Blast","11.777","241.5","394.5","2555"
"Alolan Dugtrio","Metal Claw","Mud Bomb","11.776","161.7","264","1897"
"Mew","Dragon Tail","Solar Beam","11.772","441.1","719.6","3265"
"Gyarados","Bite","Dragon Pulse","11.77","379.2","618.3","3391"
"Gyarados","Dragon Breath","Dragon Pulse","11.77","379.2","618.3","3391"
"Virizion","Zen Headbutt","Leaf Blade","11.769","446.4","727.7","3022"
"Weepinbell","Bullet Seed","Power Whip","11.767","155.5","253.4","1611"
"Shadow Sandslash","Mud Shot","Bulldoze","11.766","253.4","412.8","2374"
"Shadow Politoed","Mud Shot","Hydro Pump","11.765","293","477.1","2449"
"Shadow Suicune","Ice Fang","Hydro Pump","11.765","408.2","664.7","2983"
"Magmar","Ember","Fire Punch","11.764","245.6","399.8","2394"
"Shadow Arbok","Dragon Tail","Gunk Shot","11.764","194.3","316.3","1921"
"Ambipom","Astonish","Return","11.763","252.8","411.5","2418"
"Mew","Shadow Claw","Overheat","11.763","440.8","717.4","3265"
"Magmar","Karate Chop","Fire Punch","11.759","245.5","399.1","2394"
"Mega Slowbro","Water Gun","Ice Beam","11.759","568.1","923.6","3755"
"Shadow Slowking","Confusion","Fire Blast","11.757","306.3","497.7","2545"
"Gothitelle","Confusion","Psychic","11.755","335.6","545.1","2419"
"Shadow Slowbro","Confusion","Water Pulse","11.753","306.2","497.1","2545"
"Gastly","Astonish","Sludge Bomb","11.752","78.2","127","1229"
"Shadow Abomasnow","Powder Snow","Energy Ball","11.752","261","423.6","2362"
"Alolan Muk","Snarl","Dark Pulse","11.751","378.2","613.6","2757"
"Grovyle","Quick Attack","Grass Knot","11.751","167.3","271.5","1673"
"Hitmonlee","Rock Smash","Brick Break","11.751","243","394.2","2576"
"Mew","Cut","Grass Knot","11.751","440.4","714.6","3265"
"Mew","Cut","Wild Charge","11.751","440.4","714.6","3265"
"Mega Altaria","Peck","Dragon Pulse","11.749","409.6","664.2","3163"
"Shadow Porygon2","Lock-On","Zap Cannon","11.745","282.1","457.2","2711"
